example.maxbin2.001.fasta example_contig_60872
example.maxbin2.001.fasta example_contig_50696
example.maxbin2.001.fasta example_contig_10224
example.maxbin2.001.fasta example_contig_30529
example.maxbin2.001.fasta example_contig_71157
example.maxbin2.001.fasta example_contig_217
example.maxbin2.001.fasta example_contig_20586
example.maxbin2.001.fasta example_contig_71253
example.maxbin2.001.fasta example_contig_40880
example.maxbin2.001.fasta example_contig_20634
example.maxbin2.001.fasta example_contig_422
example.maxbin2.001.fasta example_contig_436
example.maxbin2.001.fasta example_contig_10549
example.maxbin2.001.fasta example_contig_516
example.maxbin2.001.fasta example_contig_30955
example.maxbin2.001.fasta example_contig_547
example.maxbin2.001.fasta example_contig_597
example.maxbin2.001.fasta example_contig_51258
example.maxbin2.001.fasta example_contig_61581
example.maxbin2.001.fasta example_contig_71811
example.maxbin2.001.fasta example_contig_51433
example.maxbin2.001.fasta example_contig_10972
example.maxbin2.001.fasta example_contig_885
example.maxbin2.001.fasta example_contig_71953
example.maxbin2.001.fasta example_contig_71954
example.maxbin2.001.fasta example_contig_11134
example.maxbin2.001.fasta example_contig_61937
example.maxbin2.001.fasta example_contig_41648
example.maxbin2.001.fasta example_contig_21406
example.maxbin2.001.fasta example_contig_11451
example.maxbin2.001.fasta example_contig_41798
example.maxbin2.001.fasta example_contig_51884
example.maxbin2.001.fasta example_contig_51904
example.maxbin2.001.fasta example_contig_41815
example.maxbin2.001.fasta example_contig_31767
example.maxbin2.001.fasta example_contig_11615
example.maxbin2.001.fasta example_contig_62201
example.maxbin2.001.fasta example_contig_62272
example.maxbin2.001.fasta example_contig_72542
example.maxbin2.001.fasta example_contig_11769
example.maxbin2.001.fasta example_contig_1699
example.maxbin2.001.fasta example_contig_21980
example.maxbin2.001.fasta example_contig_52376
example.maxbin2.001.fasta example_contig_22090
example.maxbin2.001.fasta example_contig_72953
example.maxbin2.001.fasta example_contig_22116
example.maxbin2.001.fasta example_contig_72976
example.maxbin2.001.fasta example_contig_72997
example.maxbin2.001.fasta example_contig_12148
example.maxbin2.001.fasta example_contig_12152
example.maxbin2.001.fasta example_contig_73117
example.maxbin2.001.fasta example_contig_52523
example.maxbin2.001.fasta example_contig_73180
example.maxbin2.001.fasta example_contig_63121
example.maxbin2.001.fasta example_contig_2118
example.maxbin2.001.fasta example_contig_52748
example.maxbin2.001.fasta example_contig_73429
example.maxbin2.001.fasta example_contig_32759
example.maxbin2.001.fasta example_contig_73568
example.maxbin2.001.fasta example_contig_12592
example.maxbin2.001.fasta example_contig_52941
example.maxbin2.001.fasta example_contig_12635
example.maxbin2.001.fasta example_contig_33047
example.maxbin2.001.fasta example_contig_73694
example.maxbin2.001.fasta example_contig_63535
example.maxbin2.001.fasta example_contig_22823
example.maxbin2.001.fasta example_contig_43157
example.maxbin2.001.fasta example_contig_33175
example.maxbin2.001.fasta example_contig_2651
example.maxbin2.001.fasta example_contig_33217
example.maxbin2.001.fasta example_contig_73826
example.maxbin2.001.fasta example_contig_63614
example.maxbin2.001.fasta example_contig_43354
example.maxbin2.001.fasta example_contig_63682
example.maxbin2.001.fasta example_contig_63765
example.maxbin2.001.fasta example_contig_74046
example.maxbin2.001.fasta example_contig_53442
example.maxbin2.001.fasta example_contig_43454
example.maxbin2.001.fasta example_contig_13187
example.maxbin2.001.fasta example_contig_13217
example.maxbin2.001.fasta example_contig_33504
example.maxbin2.001.fasta example_contig_23311
example.maxbin2.001.fasta example_contig_43670
example.maxbin2.001.fasta example_contig_33612
example.maxbin2.001.fasta example_contig_53632
example.maxbin2.001.fasta example_contig_43849
example.maxbin2.001.fasta example_contig_3339
example.maxbin2.001.fasta example_contig_13427
example.maxbin2.001.fasta example_contig_43858
example.maxbin2.001.fasta example_contig_43888
example.maxbin2.001.fasta example_contig_3392
example.maxbin2.001.fasta example_contig_33773
example.maxbin2.001.fasta example_contig_13592
example.maxbin2.001.fasta example_contig_53918
example.maxbin2.001.fasta example_contig_74529
example.maxbin2.001.fasta example_contig_23525
example.maxbin2.001.fasta example_contig_74643
example.maxbin2.001.fasta example_contig_3527
example.maxbin2.001.fasta example_contig_64377
example.maxbin2.001.fasta example_contig_13768
example.maxbin2.001.fasta example_contig_3828
example.maxbin2.001.fasta example_contig_4079
example.maxbin2.001.fasta example_contig_34465
example.maxbin2.001.fasta example_contig_14064
example.maxbin2.001.fasta example_contig_54690
example.maxbin2.001.fasta example_contig_64798
example.maxbin2.001.fasta example_contig_44633
example.maxbin2.001.fasta example_contig_24286
example.maxbin2.001.fasta example_contig_55017
example.maxbin2.001.fasta example_contig_55038
example.maxbin2.001.fasta example_contig_75328
example.maxbin2.001.fasta example_contig_14219
example.maxbin2.001.fasta example_contig_75442
example.maxbin2.001.fasta example_contig_4686
example.maxbin2.001.fasta example_contig_45125
example.maxbin2.001.fasta example_contig_65326
example.maxbin2.001.fasta example_contig_35134
example.maxbin2.001.fasta example_contig_14669
example.maxbin2.001.fasta example_contig_45381
example.maxbin2.001.fasta example_contig_35323
example.maxbin2.001.fasta example_contig_35425
example.maxbin2.001.fasta example_contig_45474
example.maxbin2.001.fasta example_contig_65874
example.maxbin2.001.fasta example_contig_25491
example.maxbin2.001.fasta example_contig_45897
example.maxbin2.001.fasta example_contig_35882
example.maxbin2.001.fasta example_contig_76431
example.maxbin2.001.fasta example_contig_56097
example.maxbin2.001.fasta example_contig_5671
example.maxbin2.001.fasta example_contig_46336
example.maxbin2.001.fasta example_contig_36538
example.maxbin2.001.fasta example_contig_6054
example.maxbin2.001.fasta example_contig_56543
example.maxbin2.001.fasta example_contig_46867
example.maxbin2.001.fasta example_contig_16030
example.maxbin2.001.fasta example_contig_56786
example.maxbin2.001.fasta example_contig_56834
example.maxbin2.001.fasta example_contig_16122
example.maxbin2.001.fasta example_contig_67192
example.maxbin2.001.fasta example_contig_16343
example.maxbin2.001.fasta example_contig_26858
example.maxbin2.001.fasta example_contig_37486
example.maxbin2.001.fasta example_contig_67513
example.maxbin2.001.fasta example_contig_77671
example.maxbin2.001.fasta example_contig_57536
example.maxbin2.001.fasta example_contig_16984
example.maxbin2.001.fasta example_contig_37889
example.maxbin2.001.fasta example_contig_57843
example.maxbin2.001.fasta example_contig_77978
example.maxbin2.001.fasta example_contig_38063
example.maxbin2.001.fasta example_contig_47974
example.maxbin2.001.fasta example_contig_38108
example.maxbin2.001.fasta example_contig_68360
example.maxbin2.001.fasta example_contig_68376
