example_vamb_bin_24	example_contig_44862	vamb
example_vamb_bin_25	example_contig_62995	vamb
example_vamb_bin_47	example_contig_26849	vamb
example_vamb_bin_62	example_contig_15287	vamb
example_vamb_bin_67	example_contig_20081	vamb
example_vamb_bin_86	example_contig_38075	vamb
example_vamb_bin_86	example_contig_73103	vamb
example_vamb_bin_86	example_contig_71989	vamb
example_vamb_bin_86	example_contig_4422	vamb
example_vamb_bin_86	example_contig_75340	vamb
example_vamb_bin_86	example_contig_32922	vamb
example_vamb_bin_86	example_contig_32266	vamb
example_vamb_bin_86	example_contig_39621	vamb
example_vamb_bin_86	example_contig_76735	vamb
example_vamb_bin_86	example_contig_26688	vamb
example_vamb_bin_86	example_contig_22970	vamb
example_vamb_bin_95	example_contig_53967	vamb
example_vamb_bin_95	example_contig_12140	vamb
example_vamb_bin_96	example_contig_53889	vamb
example_vamb_bin_96	example_contig_25324	vamb
example_vamb_bin_104	example_contig_59979	vamb
example_vamb_bin_131	example_contig_61977	vamb
example_vamb_bin_131	example_contig_16241	vamb
example_vamb_bin_131	example_contig_11944	vamb
example_vamb_bin_131	example_contig_47479	vamb
example_vamb_bin_131	example_contig_57023	vamb
example_vamb_bin_131	example_contig_47931	vamb
example_vamb_bin_131	example_contig_19111	vamb
example_vamb_bin_131	example_contig_15224	vamb
example_vamb_bin_131	example_contig_17394	vamb
example_vamb_bin_131	example_contig_75920	vamb
example_vamb_bin_131	example_contig_49353	vamb
example_vamb_bin_131	example_contig_39032	vamb
example_vamb_bin_131	example_contig_58800	vamb
example_vamb_bin_131	example_contig_25450	vamb
example_vamb_bin_131	example_contig_62618	vamb
example_vamb_bin_131	example_contig_47666	vamb
example_vamb_bin_131	example_contig_72675	vamb
example_vamb_bin_131	example_contig_73772	vamb
example_vamb_bin_131	example_contig_47876	vamb
example_vamb_bin_131	example_contig_53895	vamb
example_vamb_bin_131	example_contig_25505	vamb
example_vamb_bin_131	example_contig_249	vamb
example_vamb_bin_131	example_contig_40885	vamb
example_vamb_bin_131	example_contig_72264	vamb
example_vamb_bin_131	example_contig_77722	vamb
example_vamb_bin_131	example_contig_45488	vamb
example_vamb_bin_131	example_contig_4713	vamb
example_vamb_bin_131	example_contig_21511	vamb
example_vamb_bin_131	example_contig_35239	vamb
example_vamb_bin_131	example_contig_56606	vamb
example_vamb_bin_131	example_contig_15860	vamb
example_vamb_bin_131	example_contig_21304	vamb
example_vamb_bin_131	example_contig_42330	vamb
example_vamb_bin_131	example_contig_32289	vamb
example_vamb_bin_131	example_contig_14845	vamb
example_vamb_bin_131	example_contig_67040	vamb
example_vamb_bin_131	example_contig_60969	vamb
example_vamb_bin_131	example_contig_23036	vamb
example_vamb_bin_131	example_contig_78718	vamb
example_vamb_bin_131	example_contig_45021	vamb
example_vamb_bin_131	example_contig_10322	vamb
example_vamb_bin_131	example_contig_62106	vamb
example_vamb_bin_131	example_contig_15610	vamb
example_vamb_bin_131	example_contig_72922	vamb
example_vamb_bin_131	example_contig_30386	vamb
example_vamb_bin_131	example_contig_67050	vamb
example_vamb_bin_131	example_contig_3193	vamb
example_vamb_bin_131	example_contig_36366	vamb
example_vamb_bin_131	example_contig_21322	vamb
example_vamb_bin_131	example_contig_36665	vamb
example_vamb_bin_131	example_contig_63105	vamb
example_vamb_bin_131	example_contig_53022	vamb
example_vamb_bin_131	example_contig_68779	vamb
example_vamb_bin_131	example_contig_77659	vamb
example_vamb_bin_131	example_contig_846	vamb
example_vamb_bin_131	example_contig_2644	vamb
example_vamb_bin_131	example_contig_63385	vamb
example_vamb_bin_131	example_contig_10115	vamb
example_vamb_bin_131	example_contig_48141	vamb
example_vamb_bin_131	example_contig_48680	vamb
example_vamb_bin_131	example_contig_52151	vamb
example_vamb_bin_131	example_contig_30780	vamb
example_vamb_bin_131	example_contig_77367	vamb
example_vamb_bin_131	example_contig_15034	vamb
example_vamb_bin_131	example_contig_779	vamb
example_vamb_bin_131	example_contig_6182	vamb
example_vamb_bin_131	example_contig_66029	vamb
example_vamb_bin_131	example_contig_51432	vamb
example_vamb_bin_131	example_contig_65833	vamb
example_vamb_bin_131	example_contig_35263	vamb
example_vamb_bin_131	example_contig_19618	vamb
example_vamb_bin_131	example_contig_45807	vamb
example_vamb_bin_131	example_contig_41103	vamb
example_vamb_bin_131	example_contig_75034	vamb
example_vamb_bin_131	example_contig_49262	vamb
example_vamb_bin_131	example_contig_62401	vamb
example_vamb_bin_131	example_contig_64220	vamb
example_vamb_bin_131	example_contig_51971	vamb
example_vamb_bin_131	example_contig_42857	vamb
example_vamb_bin_131	example_contig_68212	vamb
example_vamb_bin_131	example_contig_10543	vamb
example_vamb_bin_131	example_contig_42077	vamb
example_vamb_bin_131	example_contig_37896	vamb
example_vamb_bin_131	example_contig_50903	vamb
example_vamb_bin_131	example_contig_67696	vamb
example_vamb_bin_131	example_contig_9450	vamb
example_vamb_bin_131	example_contig_32437	vamb
example_vamb_bin_131	example_contig_3635	vamb
example_vamb_bin_131	example_contig_74991	vamb
example_vamb_bin_131	example_contig_21898	vamb
example_vamb_bin_131	example_contig_63367	vamb
example_vamb_bin_131	example_contig_49804	vamb
example_vamb_bin_131	example_contig_7760	vamb
example_vamb_bin_131	example_contig_77315	vamb
example_vamb_bin_131	example_contig_31359	vamb
example_vamb_bin_131	example_contig_73992	vamb
example_vamb_bin_131	example_contig_28961	vamb
example_vamb_bin_131	example_contig_77683	vamb
example_vamb_bin_131	example_contig_44150	vamb
example_vamb_bin_131	example_contig_34912	vamb
example_vamb_bin_131	example_contig_32652	vamb
example_vamb_bin_131	example_contig_65496	vamb
example_vamb_bin_131	example_contig_30030	vamb
example_vamb_bin_131	example_contig_60380	vamb
